"variable","percent.contribution","permutation.importance"
"bio15",9.1868,6.056
"bio2",6.755,21.5466
"bio4",20.3062,17.3696
"bio9",23.6667,16.4615
"elevation",13.2121,4.3802
"nitrogen",1.9688,2.2032
"ruggedness",11.0316,18.4017
"sand",13.8728,13.5812
