"variable","percent.contribution","permutation.importance"
"bio13",6.5251,17.5768
"bio15",0,0
"bio2",41.4829,17.4447
"bio4",17.2137,17.5268
"bio8",7.6609,0
"nitrogen",0,0
"ruggedness",0.1962,1.552
"sand",0,0
"soc",26.9213,45.8997
