"variable","percent.contribution","permutation.importance"
"bio12",8.5229,10.8517
"bio17",7.3877,7.1628
"bio2",6.9805,4.6282
"bio4",8.7181,3.4809
"bio8",4.4497,6.0612
"bio9",9.2355,12.4529
"elevation",48.819,50.4742
"ruggedness",3.4518,2.3406
"sand",2.4349,2.5475
