ISRICSOILGRIDS_new_average_sandpercent_reduced,x,y
-9999.0,17.29166805,69.79167225
-9999.0,15.20833455,68.12500545
33.0,-134.37501075,67.29167205
-9999.0,21.45833505,63.54167175
31.0,-158.12501265,63.12500505
53.0,9.37500075,63.12500505
-9999.0,-6.87500055000001,62.70833835
-9999.0,-6.04166715000002,62.70833835
55.0,16.87500135,62.70833835
-9999.0,-7.29166725000002,62.29167165
-9999.0,-6.87500055000001,62.29167165
49.0,-6.45833385,62.29167165
51.0,-6.87500055000001,61.87500495
-9999.0,18.12500145,61.04167155
51.0,21.45833505,61.04167155
-9999.0,6.04166714999999,60.20833815
47.0,30.62500245,59.79167145
41.0,37.70833635,59.79167145
39.0,36.45833625,59.37500475
42.0,38.54166975,59.37500475
-9999.0,-2.29166685000001,58.95833805
46.0,26.04166875,58.95833805
-9999.0,27.70833555,58.95833805
54.0,15.62500125,58.54167135
57.0,23.54166855,58.54167135
61.0,23.95833525,58.54167135
40.0,36.87500295,58.54167135
51.0,37.29166965,58.54167135
30.0,43.12500345,58.54167135
34.0,43.54167015,58.54167135
-9999.0,-158.95834605,58.12500465
-9999.0,-6.04166715000002,58.12500465
54.0,13.12500105,58.12500465
36.0,36.45833625,58.12500465
30.0,36.87500295,58.12500465
49.0,43.12500345,58.12500465
49.0,43.54167015,58.12500465
28.0,-117.70834275,57.70833795
-9999.0,7.70833395,57.70833795
57.0,13.54166775,57.70833795
52.0,45.62500365,57.70833795
-9999.0,11.87500095,57.29167125
56.0,14.37500115,57.29167125
-9999.0,20.62500165,57.29167125
38.0,36.45833625,57.29167125
39.0,40.20833655,57.29167125
37.0,45.62500365,57.29167125
-9999.0,18.54166815,56.87500455
50.0,23.12500185,56.87500455
46.0,33.95833605,56.87500455
41.0,34.37500275,56.87500455
49.0,41.87500335,56.87500455
45.0,42.70833675,56.87500455
40.0,43.95833685,56.87500455
42.0,46.45833705,56.87500455
48.0,46.87500375,56.87500455
39.0,47.29167045,56.87500455
-9999.0,-135.20834415,56.45833785
-9999.0,-6.87500055000001,56.45833785
73.0,9.37500075,56.45833785
-9999.0,11.04166755,56.45833785
41.0,33.95833605,56.45833785
37.0,39.37500315,56.45833785
49.0,41.87500335,56.45833785
56.0,42.70833675,56.45833785
49.0,47.29167045,56.45833785
46.0,-91.45834065,56.04167115
-9999.0,-77.70833955,56.04167115
-9999.0,-77.29167285,56.04167115
60.0,-61.45833825,56.04167115
52.0,-60.62500485,56.04167115
50.0,-2.70833355000002,56.04167115
64.0,12.29166765,56.04167115
53.0,29.79166905,56.04167115
44.0,33.95833605,56.04167115
32.0,35.62500285,56.04167115
48.0,37.70833635,56.04167115
37.0,38.54166975,56.04167115
44.0,40.20833655,56.04167115
55.0,41.45833665,56.04167115
54.0,42.70833675,56.04167115
30.0,43.95833685,56.04167115
30.0,44.79167025,56.04167115
32.0,46.45833705,56.04167115
43.0,-2.29166685000001,55.62500445
-9999.0,-1.04166675000002,55.62500445
-9999.0,14.79166785,55.62500445
51.0,29.79166905,55.62500445
54.0,30.62500245,55.62500445
32.0,33.95833605,55.62500445
39.0,34.79166945,55.62500445
33.0,35.62500285,55.62500445
32.0,36.04166955,55.62500445
40.0,37.70833635,55.62500445
44.0,38.54166975,55.62500445
55.0,40.20833655,55.62500445
54.0,41.04166995,55.62500445
39.0,41.87500335,55.62500445
52.0,42.70833675,55.62500445
25.0,47.29167045,55.62500445
47.0,-132.70834395,55.20833775
65.0,9.37500075,55.20833775
-9999.0,19.37500155,55.20833775
52.0,23.95833525,55.20833775
38.0,33.95833605,55.20833775
42.0,36.45833625,55.20833775
28.0,38.12500305,55.20833775
43.0,39.37500315,55.20833775
60.0,41.45833665,55.20833775
35.0,41.87500335,55.20833775
44.0,42.70833675,55.20833775
33.0,49.79167065,55.20833775
37.0,-1.45833345,54.79167105
-9999.0,-0.625000050000011,54.79167105
-9999.0,8.54166734999998,54.79167105
68.0,9.37500075,54.79167105
36.0,23.12500185,54.79167105
44.0,28.95833565,54.79167105
66.0,30.62500245,54.79167105
45.0,34.37500275,54.79167105
31.0,36.45833625,54.79167105
38.0,36.87500295,54.79167105
26.0,37.70833635,54.79167105
30.0,38.54166975,54.79167105
61.0,40.20833655,54.79167105
34.0,41.45833665,54.79167105
33.0,42.70833675,54.79167105
32.0,43.95833685,54.79167105
-9999.0,48.95833725,54.79167105
-9999.0,-3.54166695000001,54.37500435
59.0,21.04166835,54.37500435
59.0,28.54166895,54.37500435
43.0,28.95833565,54.37500435
31.0,36.04166955,54.37500435
43.0,36.45833625,54.37500435
31.0,37.70833635,54.37500435
37.0,40.20833655,54.37500435
31.0,41.45833665,54.37500435
51.0,42.70833675,54.37500435
22.0,44.79167025,54.37500435
29.0,46.45833705,54.37500435
41.0,47.29167045,54.37500435
41.0,-8.54166735000001,53.95833765
-9999.0,-3.12500025,53.95833765
42.0,-1.45833345,53.95833765
65.0,20.62500165,53.95833765
53.0,21.45833505,53.95833765
77.0,23.12500185,53.95833765
75.0,23.54166855,53.95833765
53.0,27.70833555,53.95833765
61.0,29.37500235,53.95833765
44.0,30.62500245,53.95833765
38.0,31.45833585,53.95833765
36.0,35.62500285,53.95833765
47.0,36.45833625,53.95833765
34.0,38.54166975,53.95833765
35.0,41.87500335,53.95833765
29.0,45.62500365,53.95833765
36.0,47.29167045,53.95833765
24.0,49.79167065,53.95833765
55.0,-129.37501035,53.54167095
-9999.0,-5.20833375000001,53.54167095
-9999.0,-3.54166695000001,53.54167095
43.0,-2.29166685000001,53.54167095
-9999.0,0.625000049999983,53.54167095
-9999.0,4.37500034999999,53.54167095
74.0,20.62500165,53.54167095
67.0,21.87500175,53.54167095
49.0,27.70833555,53.54167095
56.0,29.37500235,53.54167095
51.0,33.95833605,53.54167095
39.0,36.45833625,53.54167095
26.0,36.87500295,53.54167095
30.0,43.95833685,53.54167095
-9999.0,48.95833725,53.54167095
45.0,-131.87501055,53.12500425
34.0,-2.29166685000001,53.12500425
-9999.0,1.04166674999999,53.12500425
-9999.0,1.45833345,53.12500425
66.0,20.62500165,53.12500425
67.0,21.87500175,53.12500425
48.0,22.29166845,53.12500425
61.0,23.54166855,53.12500425
47.0,30.62500245,53.12500425
27.0,35.62500285,53.12500425
19.0,36.45833625,53.12500425
45.0,40.20833655,53.12500425
23.0,41.04166995,53.12500425
23.0,42.70833675,53.12500425
21.0,43.12500345,53.12500425
25.0,44.79167025,53.12500425
-9999.0,-132.29167725,52.70833755
-9999.0,-4.79166705,52.70833755
29.0,0.625000049999983,52.70833755
72.0,8.12500064999998,52.70833755
72.0,9.79166744999998,52.70833755
70.0,12.29166765,52.70833755
72.0,12.70833435,52.70833755
70.0,20.62500165,52.70833755
49.0,21.45833505,52.70833755
67.0,23.95833525,52.70833755
53.0,27.70833555,52.70833755
68.0,29.37500235,52.70833755
18.0,36.45833625,52.70833755
20.0,37.70833635,52.70833755
24.0,38.12500305,52.70833755
35.0,41.45833665,52.70833755
