ISRICSOILGRIDS_new_average_nitrogen_reduced,x,y
-9999.0,17.29166805,69.79167225
-9999.0,15.20833455,68.12500545
-9999.0,-134.37501075,67.29167205
-9999.0,21.45833505,63.54167175
621.0,-158.12501265,63.12500505
490.0,9.37500075,63.12500505
-9999.0,-6.87500055000001,62.70833835
-9999.0,-6.04166715000002,62.70833835
300.0,16.87500135,62.70833835
-9999.0,-7.29166725000002,62.29167165
-9999.0,-6.87500055000001,62.29167165
1096.0,-6.45833385,62.29167165
1344.0,-6.87500055000001,61.87500495
-9999.0,18.12500145,61.04167155
466.0,21.45833505,61.04167155
-9999.0,6.04166714999999,60.20833815
-9999.0,30.62500245,59.79167145
369.0,37.70833635,59.79167145
413.0,36.45833625,59.37500475
398.0,38.54166975,59.37500475
-9999.0,-2.29166685000001,58.95833805
204.0,26.04166875,58.95833805
-9999.0,27.70833555,58.95833805
327.0,15.62500125,58.54167135
-9999.0,23.54166855,58.54167135
337.0,23.95833525,58.54167135
400.0,36.87500295,58.54167135
420.0,37.29166965,58.54167135
213.0,43.12500345,58.54167135
266.0,43.54167015,58.54167135
-9999.0,-158.95834605,58.12500465
-9999.0,-6.04166715000002,58.12500465
256.0,13.12500105,58.12500465
354.0,36.45833625,58.12500465
345.0,36.87500295,58.12500465
363.0,43.12500345,58.12500465
323.0,43.54167015,58.12500465
84.0,-117.70834275,57.70833795
-9999.0,7.70833395,57.70833795
237.0,13.54166775,57.70833795
356.0,45.62500365,57.70833795
-9999.0,11.87500095,57.29167125
434.0,14.37500115,57.29167125
-9999.0,20.62500165,57.29167125
244.0,36.45833625,57.29167125
385.0,40.20833655,57.29167125
374.0,45.62500365,57.29167125
-9999.0,18.54166815,56.87500455
590.0,23.12500185,56.87500455
598.0,33.95833605,56.87500455
236.0,34.37500275,56.87500455
283.0,41.87500335,56.87500455
356.0,42.70833675,56.87500455
312.0,43.95833685,56.87500455
348.0,46.45833705,56.87500455
270.0,46.87500375,56.87500455
183.0,47.29167045,56.87500455
-9999.0,-135.20834415,56.45833785
-9999.0,-6.87500055000001,56.45833785
-9999.0,9.37500075,56.45833785
-9999.0,11.04166755,56.45833785
338.0,33.95833605,56.45833785
194.0,39.37500315,56.45833785
356.0,41.87500335,56.45833785
295.0,42.70833675,56.45833785
396.0,47.29167045,56.45833785
805.0,-91.45834065,56.04167115
-9999.0,-77.70833955,56.04167115
-9999.0,-77.29167285,56.04167115
355.0,-61.45833825,56.04167115
-9999.0,-60.62500485,56.04167115
244.0,-2.70833355000002,56.04167115
261.0,12.29166765,56.04167115
1062.0,29.79166905,56.04167115
521.0,33.95833605,56.04167115
272.0,35.62500285,56.04167115
327.0,37.70833635,56.04167115
263.0,38.54166975,56.04167115
363.0,40.20833655,56.04167115
314.0,41.45833665,56.04167115
403.0,42.70833675,56.04167115
316.0,43.95833685,56.04167115
254.0,44.79167025,56.04167115
265.0,46.45833705,56.04167115
174.0,-2.29166685000001,55.62500445
-9999.0,-1.04166675000002,55.62500445
-9999.0,14.79166785,55.62500445
628.0,29.79166905,55.62500445
770.0,30.62500245,55.62500445
276.0,33.95833605,55.62500445
344.0,34.79166945,55.62500445
240.0,35.62500285,55.62500445
519.0,36.04166955,55.62500445
-9999.0,37.70833635,55.62500445
391.0,38.54166975,55.62500445
313.0,40.20833655,55.62500445
463.0,41.04166995,55.62500445
280.0,41.87500335,55.62500445
439.0,42.70833675,55.62500445
244.0,47.29167045,55.62500445
284.0,-132.70834395,55.20833775
201.0,9.37500075,55.20833775
-9999.0,19.37500155,55.20833775
223.0,23.95833525,55.20833775
507.0,33.95833605,55.20833775
265.0,36.45833625,55.20833775
306.0,38.12500305,55.20833775
341.0,39.37500315,55.20833775
402.0,41.45833665,55.20833775
544.0,41.87500335,55.20833775
408.0,42.70833675,55.20833775
194.0,49.79167065,55.20833775
288.0,-1.45833345,54.79167105
-9999.0,-0.625000050000011,54.79167105
-9999.0,8.54166734999998,54.79167105
-9999.0,9.37500075,54.79167105
240.0,23.12500185,54.79167105
424.0,28.95833565,54.79167105
1040.0,30.62500245,54.79167105
1003.0,34.37500275,54.79167105
295.0,36.45833625,54.79167105
226.0,36.87500295,54.79167105
260.0,37.70833635,54.79167105
273.0,38.54166975,54.79167105
483.0,40.20833655,54.79167105
245.0,41.45833665,54.79167105
229.0,42.70833675,54.79167105
414.0,43.95833685,54.79167105
-9999.0,48.95833725,54.79167105
-9999.0,-3.54166695000001,54.37500435
248.0,21.04166835,54.37500435
296.0,28.54166895,54.37500435
260.0,28.95833565,54.37500435
389.0,36.04166955,54.37500435
443.0,36.45833625,54.37500435
204.0,37.70833635,54.37500435
269.0,40.20833655,54.37500435
285.0,41.45833665,54.37500435
423.0,42.70833675,54.37500435
222.0,44.79167025,54.37500435
252.0,46.45833705,54.37500435
196.0,47.29167045,54.37500435
664.0,-8.54166735000001,53.95833765
-9999.0,-3.12500025,53.95833765
351.0,-1.45833345,53.95833765
362.0,20.62500165,53.95833765
750.0,21.45833505,53.95833765
560.0,23.12500185,53.95833765
276.0,23.54166855,53.95833765
401.0,27.70833555,53.95833765
474.0,29.37500235,53.95833765
212.0,30.62500245,53.95833765
224.0,31.45833585,53.95833765
363.0,35.62500285,53.95833765
450.0,36.45833625,53.95833765
198.0,38.54166975,53.95833765
349.0,41.87500335,53.95833765
209.0,45.62500365,53.95833765
236.0,47.29167045,53.95833765
221.0,49.79167065,53.95833765
561.0,-129.37501035,53.54167095
-9999.0,-5.20833375000001,53.54167095
-9999.0,-3.54166695000001,53.54167095
281.0,-2.29166685000001,53.54167095
-9999.0,0.625000049999983,53.54167095
-9999.0,4.37500034999999,53.54167095
463.0,20.62500165,53.54167095
701.0,21.87500175,53.54167095
171.0,27.70833555,53.54167095
306.0,29.37500235,53.54167095
-9999.0,33.95833605,53.54167095
267.0,36.45833625,53.54167095
217.0,36.87500295,53.54167095
201.0,43.95833685,53.54167095
-9999.0,48.95833725,53.54167095
350.0,-131.87501055,53.12500425
317.0,-2.29166685000001,53.12500425
-9999.0,1.04166674999999,53.12500425
-9999.0,1.45833345,53.12500425
238.0,20.62500165,53.12500425
501.0,21.87500175,53.12500425
393.0,22.29166845,53.12500425
162.0,23.54166855,53.12500425
342.0,30.62500245,53.12500425
232.0,35.62500285,53.12500425
454.0,36.45833625,53.12500425
400.0,40.20833655,53.12500425
357.0,41.04166995,53.12500425
246.0,42.70833675,53.12500425
616.0,43.12500345,53.12500425
203.0,44.79167025,53.12500425
-9999.0,-132.29167725,52.70833755
-9999.0,-4.79166705,52.70833755
279.0,0.625000049999983,52.70833755
304.0,8.12500064999998,52.70833755
222.0,9.79166744999998,52.70833755
179.0,12.29166765,52.70833755
388.0,12.70833435,52.70833755
195.0,20.62500165,52.70833755
434.0,21.45833505,52.70833755
286.0,23.95833525,52.70833755
371.0,27.70833555,52.70833755
247.0,29.37500235,52.70833755
202.0,36.45833625,52.70833755
218.0,37.70833635,52.70833755
265.0,38.12500305,52.70833755
