ISRICSOILGRIDS_new_average_phx10percent_reduced,x,y
-9999.0,14.79166785,69.37500555
-9999.0,14.79166785,68.95833885
50.0,-137.70834435,67.70833875
57.0,-135.20834415,67.70833875
53.0,-133.54167735,67.29167205
53.0,-159.79167945,66.87500535
54.0,-132.70834395,66.87500535
55.0,14.79166785,66.87500535
55.0,-155.20834575,66.04167195
60.0,-36.87500295,66.04167195
49.0,26.04166875,66.04167195
52.0,-156.04167915,65.62500525
57.0,-157.70834595,64.79167185
53.0,-156.04167915,64.79167185
55.0,-138.95834445,64.37500515
-9999.0,10.20833415,64.37500515
50.0,13.54166775,64.37500515
53.0,-158.54167935,63.54167175
-9999.0,7.70833395,63.54167175
49.0,12.70833435,63.54167175
50.0,13.54166775,63.54167175
50.0,-158.95834605,63.12500505
50.0,-157.70834595,63.12500505
50.0,-156.04167915,63.12500505
57.0,-136.04167755,63.12500505
62.0,-42.70833675,63.12500505
54.0,-155.62501245,62.70833835
51.0,-158.54167935,62.29167165
-9999.0,4.37500034999999,62.29167165
48.0,31.04166915,62.29167165
50.0,-156.04167915,61.87500495
50.0,5.62500044999999,61.87500495
52.0,-159.37501275,61.45833825
67.0,-136.04167755,61.45833825
-9999.0,4.37500034999999,61.45833825
-9999.0,4.79166705,61.45833825
-9999.0,-115.62500925,61.04167155
-9999.0,4.37500034999999,61.04167155
53.0,141.45834465,61.04167155
52.0,142.29167805,61.04167155
54.0,143.54167815,61.04167155
52.0,144.79167825,61.04167155
49.0,146.04167835,60.62500485
-9999.0,-143.12501145,59.79167145
-9999.0,-142.29167805,59.79167145
-9999.0,4.79166705,59.79167145
49.0,11.04166755,59.79167145
49.0,141.45834465,59.79167145
50.0,143.54167815,59.79167145
-9999.0,-140.62501125,59.37500475
-9999.0,145.62501165,59.37500475
49.0,8.54166734999998,58.95833805
52.0,16.45833465,58.95833805
47.0,17.29166805,58.95833805
-9999.0,11.04166755,58.54167135
52.0,138.54167775,58.54167135
-9999.0,-2.70833355000002,58.12500465
49.0,7.29166724999999,58.12500465
46.0,11.87500095,58.12500465
45.0,12.29166765,58.12500465
50.0,13.12500105,58.12500465
62.0,13.54166775,58.12500465
55.0,16.87500135,58.12500465
-9999.0,18.54166815,58.12500465
51.0,138.54167775,58.12500465
50.0,158.54167935,58.12500465
51.0,-5.20833375000001,57.70833795
-9999.0,-1.87500015000001,57.70833795
-9999.0,6.87500054999998,57.70833795
-9999.0,9.79166744999998,57.70833795
51.0,11.87500095,57.70833795
