"variable","percent.contribution","permutation.importance"
"bio16",12.566,23.5276
"bio2",6.0859,5.4895
"bio4",5.8749,5.727
"bio8",62.6545,57.3509
"nitrogen",8.1237,6.2469
"ruggedness",2.1071,0.0084
"sand",0,0
"soc",2.5879,1.6497
