"variable","percent.contribution","permutation.importance"
"bio12",24.9361,18.723
"bio15",2.2752,5.4086
"bio2",26.7393,5.7896
"bio4",21.6528,11.6794
"bio9",6.6641,11.9652
"nitrogen",4.2224,3.7163
"ruggedness",6.7867,22.2932
"sand",0.1865,0.1768
"soc",6.5368,20.2478
