"variable","percent.contribution","permutation.importance"
"bio12",44.3294,24.7876
"bio14",6.5032,10.5853
"bio2",35.0419,0.7193
"bio4",6.4748,37.4685
"nitrogen",0.7636,4.9174
"ruggedness",5.666,19.5087
"sand",1.2211,2.0132
