"variable","percent.contribution","permutation.importance"
"bio12",3.1445,3.8341
"bio15",4.8046,4.1624
"bio2",23.8094,60.5873
"bio9",2.8784,1.1531
"ruggedness",38.5451,12.5472
"sand",0.1784,0
"soc",26.6395,17.7159
