"variable","percent.contribution","permutation.importance"
"bio14",31.2662,29.7619
"bio2",42.9457,3.1631
"bio8",2.5646,3.5714
"bio9",3e-04,0
"nitrogen",3.4862,1.8895
"ruggedness",5.1277,17.8295
"sand",6e-04,0
"soc",14.6085,43.7846
