"variable","percent.contribution","permutation.importance"
"bio14",20.2001,0
"bio15",0,0
"bio2",0,0
"bio4",2.2481,0.6416
"elevation",32.9518,83.1385
"ruggedness",44.5999,16.22
"sand",0,0
