"variable","percent.contribution","permutation.importance"
"bio16",2.4788,1.6568
"bio17",26.0531,26.6354
"bio2",5.4201,6.2291
"bio4",6.7875,0.4173
"elevation",49.3026,40.3225
"nitrogen",0.0067,0.1292
"ruggedness",7.3518,14.3677
"sand",2.4736,8.7545
"soc",0.1258,1.4875
