"variable","percent.contribution","permutation.importance"
"bio14",0.1141,0.2169
"bio15",12.0856,18.2633
"bio2",3.0164,3.4867
"bio4",20.2659,28.3296
"elevation",56.8584,38.8966
"nitrogen",3.884,8.0789
"ruggedness",3.292,2.1134
"sand",0.4837,0.6147
