"variable","percent.contribution","permutation.importance"
"bio12",0,0
"bio15",0,0
"bio2",13.2004,13.1646
"bio4",0,0
"bio5",0,0
"nitrogen",0,0
"ruggedness",27.9703,39.3924
"sand",0,0
"soc",58.8293,47.443
