"variable","percent.contribution","permutation.importance"
"bio14",14.4713,39.8338
"bio16",1.0921,0.3741
"bio2",4.4827,24.8629
"bio4",1.8011,0
"bio6",16.345,30.7189
"nitrogen",4.9452,0
"ruggedness",36.2856,2.87
"sand",0,0
"soc",20.5771,1.3404
