soiltype_mostprobable,x,y
23.0,-88.7500000003333,48.058333333
18.0,122.083333333,-33.191666667
20.0,53.7499999996668,54.7249999996667
23.0,16.2499999996668,68.8916666663333
6.0,47.4999999996668,53.4749999996667
255.0,41.2499999996668,66.808333333
6.0,-69.166666667,-54.441666667
6.0,97.9166666663335,55.9749999996667
4.0,135.833333333,-24.0250000003333
255.0,87.9166666663335,49.7249999996667
255.0,99.5833333330002,5.97499999966666
255.0,21.6666666663334,64.308333333
6.0,-142.916666667,66.808333333
3.0,-76.666666667,2.22499999966666
255.0,-77.916666667,59.7249999996667
255.0,83.7499999996668,69.308333333
6.0,-118.750000000333,48.4749999996667
18.0,-112.083333333667,57.6416666663333
0.0,101.666666666334,15.9749999996667
6.0,111.666666666334,30.558333333
255.0,-122.500000000333,47.6416666663333
8.0,-24.1666666669999,74.308333333
255.0,-72.5000000003333,51.3916666663333
7.0,-95.8333333336667,47.2249999996667
18.0,104.166666666334,33.8916666663333
6.0,-81.666666667,50.1416666663333
255.0,-54.166666667,70.9749999996667
255.0,-124.166666667,43.8916666663333
6.0,-159.583333333667,68.4749999996667
255.0,106.249999999667,19.308333333
255.0,116.666666666334,8.05833333299999
255.0,156.666666666334,50.558333333
6.0,-139.583333333667,64.7249999996667
23.0,20.8333333330001,53.4749999996667
255.0,126.249999999667,10.1416666663333
255.0,61.6666666663335,70.1416666663333
14.0,83.7499999996668,64.308333333
10.0,136.249999999667,-12.7750000003333
255.0,109.166666666334,-7.77500000033334
23.0,12.4999999996668,63.8916666663333
6.0,-89.166666667,53.8916666663333
255.0,13.3333333330001,40.558333333
7.0,36.2499999996668,51.3916666663333
1.0,54.1666666663335,58.4749999996667
18.0,-91.666666667,40.1416666663333
6.0,111.249999999667,-8.19166666700001
14.0,87.4999999996668,64.7249999996667
6.0,-132.916666667,58.8916666663333
255.0,96.6666666663335,27.6416666663333
255.0,-9.58333333366659,38.4749999996667
255.0,122.499999999667,-9.02500000033334
16.0,-100.833333333667,21.3916666663333
255.0,119.166666666334,38.8916666663333
20.0,45.4166666663334,55.9749999996667
15.0,-120.833333333667,45.1416666663333
6.0,129.999999999667,50.9749999996667
6.0,-104.583333333667,60.9749999996667
11.0,94.5833333330002,16.3916666663333
255.0,-0.833333333666587,35.9749999996667
7.0,86.6666666663335,48.8916666663333
255.0,3.74999999966676,39.7249999996667
255.0,150.416666666334,-36.941666667
0.0,113.749999999667,26.3916666663333
29.0,32.4999999996668,34.7249999996667
7.0,95.4166666663335,55.9749999996667
18.0,-90.0000000003333,40.558333333
23.0,25.4166666663334,61.808333333
255.0,12.9166666663334,68.058333333
23.0,7.0833333330001,53.058333333
255.0,131.666666666334,-6.94166666700001
6.0,118.333333333,-34.8583333336667
255.0,-73.3333333336666,62.6416666663333
6.0,-116.666666667,47.2249999996667
11.0,114.583333333,36.808333333
7.0,30.4166666663334,48.058333333
0.0,-78.3333333336667,34.308333333
8.0,94.5833333330002,67.6416666663333
6.0,-100.833333333667,33.058333333
5.0,-110.833333333667,32.6416666663333
14.0,148.749999999667,61.3916666663333
24.0,-106.666666667,25.1416666663333
10.0,139.999999999667,-3.19166666700001
