ISRICSOILGRIDS_new_average_sandpercent_reduced,x,y
42.0,-139.583333333667,68.8916666663333
75.0,24.1666666663334,53.8916666663333
50.0,136.666666666334,55.9749999996667
37.0,-125.416666667,63.4749999996667
-9999.0,-100.000000000333,52.6416666663333
-9999.0,32.4999999996668,-0.275000000333335
35.0,107.916666666334,40.9749999996667
33.0,126.666666666334,44.308333333
34.0,24.5833333330001,47.6416666663333
-9999.0,137.083333333,-11.5250000003333
40.0,34.5833333330001,37.2249999996667
47.0,34.1666666663334,59.308333333
21.0,-81.2500000003333,39.7249999996667
36.0,-120.000000000333,50.1416666663333
42.0,73.7499999996668,71.3916666663333
-9999.0,112.916666666334,-6.52500000033334
21.0,30.4166666663334,46.808333333
35.0,40.4166666663334,53.8916666663333
42.0,94.9999999996668,65.1416666663333
36.0,8.74999999966676,54.7249999996667
-9999.0,7.91666666633341,40.1416666663333
40.0,80.4166666663335,70.558333333
49.0,-120.833333333667,42.2249999996667
39.0,97.9166666663335,17.6416666663333
38.0,102.499999999667,35.558333333
9.0,-89.166666667,38.058333333
36.0,106.249999999667,15.558333333
13.0,-97.0833333336667,48.8916666663333
44.0,101.249999999667,5.14166666633334
30.0,-150.833333333667,69.308333333
60.0,-64.166666667,52.2249999996667
68.0,150.833333333,-27.7750000003333
27.0,8.74999999966676,44.7249999996667
46.0,100.833333333,72.2249999996667
33.0,63.7499999996668,56.808333333
41.0,77.4999999996668,65.1416666663333
71.0,127.916666666334,-26.5250000003333
-9999.0,-3.33333333366659,49.308333333
43.0,87.9166666663335,71.808333333
42.0,-99.5833333336667,56.3916666663333
33.0,6.24999999966676,43.4749999996667
46.0,-136.250000000333,68.058333333
56.0,21.6666666663334,50.9749999996667
52.0,-155.000000000333,58.058333333
42.0,118.749999999667,39.7249999996667
-9999.0,142.083333333,-38.6083333336667
55.0,29.5833333330001,60.9749999996667
43.0,-120.416666667,42.6416666663333
50.0,104.166666666334,51.3916666663333
-9999.0,22.4999999996668,64.308333333
14.0,0.83333333300007,48.8916666663333
41.0,97.4999999996668,54.308333333
54.0,-125.416666667,52.2249999996667
34.0,108.749999999667,59.308333333
24.0,-86.666666667,35.1416666663333
29.0,114.166666666334,31.3916666663333
58.0,27.9166666663334,55.558333333
64.0,28.7499999996668,63.058333333
-9999.0,124.583333333,24.7249999996667
67.0,140.416666666334,-33.6083333336667
29.0,48.7499999996668,38.8916666663333
44.0,-152.916666667,62.6416666663333
29.0,-97.0833333336667,45.1416666663333
40.0,-123.333333333667,53.8916666663333
42.0,45.4166666663334,56.808333333
36.0,-99.5833333336667,23.4749999996667
30.0,23.3333333330001,60.558333333
38.0,70.8333333330001,67.6416666663333
47.0,-101.666666667,33.8916666663333
60.0,17.0833333330001,51.808333333
-9999.0,4.16666666633341,39.308333333
67.0,-84.166666667,43.8916666663333
41.0,-85.8333333336667,33.4749999996667
50.0,163.749999999667,63.4749999996667
54.0,-108.333333333667,62.2249999996667
43.0,-121.250000000333,63.4749999996667
60.0,138.749999999667,-32.7750000003333
46.0,-83.7500000003333,34.7249999996667
40.0,117.916666666334,8.89166666633334
41.0,121.249999999667,-1.94166666700001
41.0,148.333333333,59.7249999996667
52.0,94.1666666663335,28.8916666663333
30.0,125.833333333,48.4749999996667
66.0,-85.8333333336667,46.3916666663333
66.0,120.833333333,-31.1083333336667
-9999.0,117.916666666334,-1.10833333366666
-9999.0,14.1666666663334,40.558333333
