GTOPO30_SLOPE_reduced,x,y
3.0,-159.166666667,64.7249999996667
8.0,-88.7500000003333,14.7249999996667
0.0,-93.3333333336667,54.7249999996667
-9999.0,7.91666666633341,57.2249999996667
2.0,26.2499999996668,48.058333333
2.0,-100.000000000333,19.308333333
4.0,-160.416666667,63.4749999996667
1.0,37.4999999996668,68.058333333
0.0,106.249999999667,38.058333333
2.0,15.8333333330001,78.058333333
0.0,146.666666666334,-38.6083333336667
0.0,-90.416666667,52.2249999996667
-9999.0,-9.16666666699993,37.2249999996667
2.0,152.083333333,60.9749999996667
-9999.0,-152.500000000333,59.308333333
3.0,-5.00000000033324,37.2249999996667
1.0,111.249999999667,52.6416666663333
0.0,102.083333333,54.308333333
0.0,133.749999999667,48.058333333
1.0,-74.166666667,44.308333333
10.0,9.16666666633341,46.3916666663333
1.0,59.5833333330001,61.808333333
10.0,72.0833333330001,35.1416666663333
2.0,9.99999999966676,62.2249999996667
6.0,-83.3333333336667,8.89166666633334
0.0,-93.3333333336667,39.7249999996667
1.0,-86.666666667,45.9749999996667
0.0,18.3333333330001,-32.7750000003333
-9999.0,-79.166666667,52.6416666663333
2.0,-110.000000000333,30.1416666663333
9.0,105.416666666334,24.308333333
5.0,-160.416666667,66.808333333
1.0,-71.2500000003333,52.2249999996667
10.0,110.416666666334,31.808333333
-9999.0,-73.3333333336666,66.808333333
3.0,-67.0833333336666,-16.1083333336667
0.0,26.6666666663334,65.1416666663333
0.0,-70.0000000003333,64.308333333
10.0,-125.416666667,49.7249999996667
0.0,-114.583333333667,65.9749999996667
10.0,72.4999999996668,36.3916666663333
1.0,-102.916666667,19.308333333
5.0,97.4999999996668,31.808333333
-9999.0,-53.3333333336666,46.3916666663333
1.0,30.4166666663334,-26.5250000003333
2.0,131.249999999667,32.2249999996667
0.0,-156.250000000333,69.7249999996667
0.0,-104.583333333667,46.3916666663333
-9999.0,32.0833333330001,36.3916666663333
0.0,105.416666666334,9.72499999966666
2.0,171.249999999667,69.308333333
5.0,88.3333333330002,54.308333333
0.0,141.249999999667,-7.35833333366666
8.0,-99.5833333336667,18.8916666663333
0.0,140.833333333,-36.1083333336667
0.0,124.583333333,-30.2750000003333
5.0,-109.166666667,43.8916666663333
1.0,152.083333333,-27.3583333336667
6.0,-173.333333333667,64.7249999996667
1.0,98.3333333330002,55.558333333
0.0,-87.916666667,39.308333333
2.0,-108.750000000333,40.558333333
-9999.0,163.333333333,57.2249999996667
0.0,25.4166666663334,54.7249999996667
1.0,-81.2500000003333,35.1416666663333
0.0,10.8333333330001,60.9749999996667
0.0,-112.916666667,34.308333333
6.0,9.16666666633341,40.1416666663333
1.0,19.5833333330001,50.1416666663333
0.0,-63.3333333336666,50.558333333
-9999.0,137.499999999667,-15.691666667
0.0,84.5833333330002,56.3916666663333
3.0,169.166666666334,64.7249999996667
1.0,18.7499999996668,66.3916666663333
-9999.0,135.833333333,35.9749999996667
1.0,34.1666666663334,51.3916666663333
-9999.0,136.249999999667,-14.0250000003333
-9999.0,9.99999999966676,37.6416666663333
1.0,48.3333333330001,64.7249999996667
-9999.0,120.416666666334,12.2249999996667
4.0,103.749999999667,26.808333333
0.0,-121.666666667,61.808333333
0.0,-110.833333333667,53.058333333
6.0,159.999999999667,58.8916666663333
0.0,-126.250000000333,69.308333333
3.0,-146.666666667,68.4749999996667
0.0,-53.7500000003333,49.308333333
0.0,51.2499999996668,49.7249999996667
0.0,80.4166666663335,66.808333333
0.0,-103.333333333667,32.2249999996667
1.0,-105.416666667,45.9749999996667
-9999.0,2.08333333300007,52.2249999996667
0.0,-108.750000000333,60.1416666663333
0.0,77.9166666663335,67.2249999996667
0.0,21.6666666663334,53.8916666663333
-9999.0,3.33333333300007,42.2249999996667
0.0,-127.500000000333,69.308333333
-9999.0,130.416666666334,29.7249999996667
1.0,-73.7500000003333,48.4749999996667
0.0,-92.0833333336667,48.8916666663333
2.0,119.999999999667,55.1416666663333
6.0,104.999999999667,35.9749999996667
23.0,80.8333333330002,42.2249999996667
15.0,103.749999999667,22.6416666663333
1.0,137.916666666334,49.308333333
1.0,48.3333333330001,-19.0250000003333
-9999.0,13.7499999996668,43.4749999996667
0.0,-113.333333333667,54.308333333
0.0,-93.7500000003333,56.3916666663333
0.0,-110.416666667,65.9749999996667
0.0,46.6666666663334,55.9749999996667
0.0,117.916666666334,39.7249999996667
2.0,139.583333333,57.6416666663333
-9999.0,-144.166666667,59.7249999996667
0.0,-61.666666667,51.808333333
0.0,75.4166666663335,68.058333333
5.0,99.5833333330002,23.058333333
0.0,-101.666666667,32.2249999996667
2.0,-106.666666667,24.308333333
4.0,-133.750000000333,60.1416666663333
4.0,153.333333333,60.9749999996667
1.0,-85.0000000003333,67.6416666663333
7.0,-119.166666667,49.308333333
1.0,47.0833333330001,40.1416666663333
-9999.0,157.499999999667,-9.02500000033334
2.0,143.749999999667,62.2249999996667
1.0,-83.7500000003333,36.808333333
0.0,121.249999999667,61.808333333
0.0,-62.0833333336666,54.7249999996667
1.0,142.916666666334,-12.3583333336667
0.0,33.7499999996668,65.1416666663333
1.0,48.3333333330001,67.6416666663333
6.0,129.583333333,65.1416666663333
0.0,19.1666666663334,47.2249999996667
1.0,-42.5000000003333,63.8916666663333
-9999.0,-82.0833333336667,26.808333333
-9999.0,152.916666666334,48.058333333
0.0,45.4166666663334,65.9749999996667
1.0,30.8333333330001,46.808333333
12.0,96.6666666663335,20.1416666663333
1.0,-107.916666667,33.4749999996667
6.0,161.249999999667,66.808333333
0.0,115.833333333,-3.60833333366666
8.0,-131.666666667,63.8916666663333
1.0,-144.166666667,69.7249999996667
3.0,-70.0000000003333,48.8916666663333
1.0,87.4999999996668,53.058333333
0.0,70.4166666663335,65.1416666663333
1.0,37.4999999996668,61.808333333
1.0,129.583333333,54.308333333
4.0,-77.5000000003333,39.7249999996667
0.0,118.333333333,39.308333333
3.0,111.666666666334,31.808333333
-9999.0,-92.5000000003333,57.6416666663333
-9999.0,120.833333333,26.808333333
19.0,97.4999999996668,32.6416666663333
0.0,-92.5000000003333,51.3916666663333
1.0,-100.833333333667,23.058333333
-9999.0,-96.2500000003333,19.7249999996667
2.0,53.7499999996668,73.058333333
4.0,21.6666666663334,44.7249999996667
2.0,-125.000000000333,63.8916666663333
0.0,-93.3333333336667,56.808333333
