"variable","percent.contribution","permutation.importance"
"bio13",1.604,14.971
"bio17",1.3024,11.2652
"bio2",39.2725,33.01
"bio5",11.6168,28.5175
"bio9",0.5986,4.6378
"nitrogen",38.2438,1.2326
"ruggedness",0.3083,0
"sand",0.6428,0.471
"soc",6.4108,5.8948
