"variable","percent.contribution","permutation.importance"
"bio13",12.374,2.5939
"bio2",7.069,8.1038
"bio4",0.0401,0.6184
"bio8",1.5634,4.8339
"bio9",69.3287,79.7438
"ruggedness",7.5344,0.0214
"sand",0.7913,3.8068
"soc",1.2992,0.278
