"variable","percent.contribution","permutation.importance"
"bio12",16.0375,0
"bio14",15.2078,48.9427
"bio15",8.0489,17.7361
"bio4",22.6451,14.9468
"nitrogen",4.515,7.6579
"ruggedness",30.1932,9.9307
"sand",3.3524,0.7858
