"variable","percent.contribution","permutation.importance"
"bio15",7.0553,0
"bio2",28.7822,18.7293
"bio6",25.1406,63.0111
"bio8",5.4992,0
"bio9",1.0912,0
"ruggedness",21.0088,18.2596
"sand",0,0
"soc",11.4226,0
