"variable","percent.contribution","permutation.importance"
"bio12",0,0
"bio15",0,0
"bio2",59.2212,39.5553
"bio4",0,0
"bio8",40.7788,60.4447
"nitrogen",0,0
"ruggedness",0,0
"sand",0,0
"soc",0,0
