"variable","percent.contribution","permutation.importance"
"bio16",49.9999,76.4426
"bio2",0,0
"bio4",2e-04,0.119
"bio8",49.9999,23.4384
"bio9",0,0
"nitrogen",0,0
"ruggedness",0,0
"sand",0,0
