"variable","percent.contribution","permutation.importance"
"bio14",16.7076,7.8682
"bio16",8.3262,14.8186
"bio2",0.0563,1.0799
"bio8",32.2196,18.7948
"bio9",2.1936,0
"elevation",6.4371,17.4035
"ruggedness",34.0423,39.4663
"sand",0.0173,0.5687
