"variable","percent.contribution","permutation.importance"
"bio13",33.6827,32.0705
"bio15",8.0832,4.2413
"bio2",0,0
"bio4",6.773,8.3111
"bio9",44.3323,53.107
"ruggedness",7.1289,2.0499
"sand",0,0.2202
