"variable","percent.contribution","permutation.importance"
"bio12",1.0933,10.5372
"bio15",6.5763,3.4304
"bio17",51.4163,28.8023
"bio2",12.0815,5.2142
"bio4",16.0291,19.7219
"elevation",11.9796,26.4511
"nitrogen",0.7203,5.2361
"ruggedness",0,0
"sand",0.1036,0.6068
