"variable","percent.contribution","permutation.importance"
"bio13",10.7949,5.8074
"bio14",1.1378,1.5306
"bio4",41.661,35.073
"bio8",14.6466,11.0279
"bio9",6.9209,8.8347
"nitrogen",3.0049,3.7038
"ruggedness",8.9327,31.3229
"sand",2.3092,0
"soc",10.5921,2.6998
