"variable","percent.contribution","permutation.importance"
"bio13",85.063,86.0889
"bio15",9.1426,0
"bio2",0,0
"bio4",2.3384,2.3185
"ruggedness",0,0
"sand",0,0
"soc",3.4559,11.5926
