"variable","percent.contribution","permutation.importance"
"bio13",1.76,0
"bio15",0,0
"bio2",64.2204,56.3594
"bio4",5.8472,32.0818
"nitrogen",0,0
"ruggedness",0,0
"sand",5.6897,7.4632
"soc",22.4827,4.0955
